Año,Tigre de Bengala,Rinoceronte de Java,Gorila de montaña,Elefante asiático,Leopardo de Amur,Orangután de Borneo,Lince ibérico,Cóndor de California,Vaquita marina,Oso polar,Pangolín malayo,Tortuga carey,Atún rojo del Atlántico,Ajolote,Iguana de Ricord,Cacatúa de las Filipinas,Gato de cabeza plana,Mono narigudo,Canguro arborícola de Matschie,Delfín del río Irawadi,Tiburón martillo gigante,Geco de cola de hoja satánico,Pez napoleón,Rana dorada de Panamá,Ciempiés gigante amazónico,Águila monera,Caracol tigre de Borneo,Murciélago de la isla de Navidad,Langur de Delacour,Pez sierra verde,Cangrejo de los cocoteros,Pato serrucho brasileño,Salamandra gigante china,Gacela de Cuvier,Pez ángel de Clarión,Tortuga gigante de Aldabra,Mono araña de cabeza negra,Pez payaso de Mauritania,Tortuga de caparazón blando de Shanghái,Loro orejiamarillo,Pez guitarra común,Cerceta pardilla,Pez sapo de Borneo,Tortuga estrellada de Birmania,Pez loro bicolor,Gorrión de Worthen,Pez ángel emperador,Tortuga de caja de Indochina,Pez cirujano de aleta amarilla,Pez ballesta payaso,Pez mariposa de bandas de cobre,Pez león rojo,Pez escorpión de aletas voladoras,Pez piedra,Ocelote,Zorro de Darwin,Gavial del Ganges,Pez loro azul,Caimán del Orinoco,Tapir malayo,Lobo etíope,Mofeta moteada pigmea,Tortuga mapa de Barbour,Tiburón duende,Iguana azul,Gacela dama,Pato eider de Steller,Caballo de Przewalski,Guacamayo de Spix,Gato de Pallas,Dugongo,Zorro isleño,Salamandra de cueva olm,Tortuga gigante de Galápagos,Pangolín chino,Mariposa monarca,Ciervo almizclero,Gorila de río Cross,Cangrejo de los Yeti,Cebra de Grévy,Antílope saiga,Búho nival,Águila harpía,Gato andino,Dragón de Komodo,Oso panda gigante,Águila filipina,Lobo de crin,Pingüino de Galápagos,Buitre egipcio,Delfín rosado del Amazonas,Periquito de Mauricio,Gaviota rosada,Tortuga laúd,Pez espátula chino,Cabra de los Pirineos,Lémur de cola anillada,Mono capuchino de pecho amarillo,Gato de arena,Rana de Darwin,Lagarto de cola de látigo,Ganso nival
2007,8756.0,203.91999999999996,1629.9280000000003,67320.0,145.92000000000002,122743.2,1726.3999999999999,343.77272727272725,728.5599999999995,,2245.522800000001,4842.416400000002,14578.806,12257.4424,17457.394,17027.38039999999,13202.8372,11177.9252,3563.210000000001,10448.84480000001,17273.9564,16148.86,15316.10560000001,11608.68599999999,,,6307.862400000002,5131.022400000002,11406.008,2118.312,10050.2136,2833.0088,5641.920399999999,8623.808800000006,18034.23239999999,4251.941599999998,9797.8468,8439.810800000007,4837.933199999999,1178.1476,16730.92880000001,9566.5884,15479.55560000001,17112.9348,11287.0164,11674.2528,1018.6204,1397.6376,15001.5344,18654.03480000001,7089.4336,4064.768,16607.2672,7506.744800000004,6492.234000000004,15162.18240000001,7557.741199999997,1076.5284,14444.8704,17257.70480000001,18680.0,1679.332,14472.8904,5728.408800000001,7204.689199999997,14935.78080000001,5730.09,18680.0,12273.1336,9751.520400000001,5008.108,4131.081999999999,,,6879.470400000002,2498.449999999999,14236.7752,7878.103199999998,6021.3112,15487.2144,4633.200400000002,16325.57279999999,7993.545599999998,14791.9448,13483.7844,18680.0,7213.655599999995,8806.1256,10565.59480000001,15512.24560000001,18680.0,18680.0,17645.5016,15172.83,1440.0,18252.4148,18680.0,14927.0012,18624.1468,18080.93240000001,16403.2816,2680.3932
2008,8464.0,196.4799999999999,1598.4320000000002,66080.0,144.48000000000002,121740.8,1741.6,355.8409090909091,688.6399999999994,17920.0,2154.163199999999,4645.401600000001,13985.664,,16747.136,,12665.6768,10723.1488,3418.24,10023.7312,16571.16159999999,15491.84,14692.9664,11136.384,11786.5216,14205.72159999999,6051.225600000002,4922.265599999999,10941.952,2032.128000000001,,2717.7472,5412.3776,8272.947200000002,,4078.950399999998,9399.2192,8096.435200000007,4641.1008,1130.2144,16050.22720000001,9177.369599999998,14849.76640000001,16416.6912,10827.80160000001,11199.28320000001,977.1775999999991,1340.7744,,17895.09120000001,,3899.392,15931.5968,7201.331200000001,6228.096000000001,14545.30559999999,7250.252800000002,,13857.1776,16555.57120000001,17920.0,1611.008,13884.0576,5495.3472,6911.564799999996,14328.11520000001,5496.959999999999,17920.0,11773.7984,9354.777600000001,4804.351999999999,3963.007999999998,3131.878399999998,15270.16959999999,6599.577600000004,2396.799999999999,,7557.580799999996,5776.3328,14857.1136,4444.697600000003,15661.36319999999,7668.326399999998,14190.1312,12935.19359999999,17920.0,6920.166399999995,8447.846400000002,10135.7312,14881.12640000001,17920.0,17920.0,16927.5904,14555.52,1360.0,17509.8112,,14319.6928,17866.4192,17345.30559999999,15735.91040000001,2571.340800000002
2009,8172.0,189.03999999999996,1566.9360000000001,64840.0,143.04,120738.40000000001,1756.8,367.90909090909093,648.7200000000003,17160.0,2062.803599999999,4448.386800000004,13392.522,11260.0488,16036.878,15641.85479999999,12128.5164,10268.3724,3273.27,9598.617600000005,15868.3668,14834.82000000001,14069.8272,10664.08199999999,11286.6468,13603.24679999999,,4713.5088,10477.896,1945.944,9232.423200000005,2602.4856,,7922.085600000006,16566.7788,3905.959199999998,9000.5916,7753.059600000001,4444.268400000001,1082.2812,15369.52560000001,8788.150800000003,14219.97720000001,15720.4476,10368.5868,10724.3136,935.7347999999993,1283.9112,13780.85279999999,17136.14760000001,6512.563200000001,3734.016,15255.9264,6895.917600000001,5963.958000000002,13928.42879999999,6942.7644,988.9308000000001,13269.4848,15853.4376,17160.0,,13295.2248,5262.285599999999,6618.440399999996,13720.44960000001,5263.830000000002,17160.0,11274.4632,8958.034800000001,4600.596000000001,3794.933999999997,2999.053199999997,14622.5508,6319.684800000003,2295.15,13078.3224,7237.058400000002,5531.3544,14227.0128,4256.194800000001,14997.15359999999,7343.107199999999,13588.31760000001,12386.60279999999,17160.0,6626.677199999995,8089.567199999998,9705.867600000005,14250.00720000001,,17160.0,16209.6792,13938.21000000001,1280.0,,17160.0,13712.3844,17108.69160000001,16609.67879999999,15068.53920000001,2462.288400000001
2010,7880.0,181.5999999999999,1535.44,63600.0,141.6,119736.0,1772.0,379.97727272727275,608.8000000000002,16400.0,1971.444,4251.372000000003,12799.38,10761.352,15326.62,14949.09199999999,11591.356,9813.595999999998,3128.299999999999,9173.504,15165.572,14177.8,13446.68800000001,10191.78,10786.772,13000.772,5537.952000000001,4504.752,10013.84,1859.76,8823.527999999998,2487.224,4953.292000000001,7571.224000000002,15833.052,3732.967999999997,,7409.684000000001,4247.435999999998,1034.348,14688.82400000001,8398.932,13590.18800000001,15024.204,9909.372000000003,10249.344,894.2919999999995,1227.048,13170.51199999999,16377.20400000001,6224.128000000001,3568.639999999999,14580.25600000001,6590.504000000001,5699.820000000003,13311.552,6635.275999999998,945.1319999999996,12681.79199999999,15151.304,16400.0,1474.360000000001,12706.392,,6325.315999999995,13112.78400000001,5030.700000000001,16400.0,10775.128,8561.292000000001,4396.84,3626.859999999997,2866.227999999997,13974.93199999999,,,12499.096,6916.536,5286.376,13596.912,4067.692000000003,14332.944,7017.887999999999,12986.504,,16400.0,6333.187999999995,7731.288,9276.004,13618.88800000001,16400.0,16400.0,15491.768,13320.90000000001,1200.0,16024.60399999999,16400.0,13105.076,16350.96400000001,15874.052,14401.16800000001,2353.236000000001
2011,7588.0,174.15999999999997,1503.944,62360.0,140.16,118733.6,1787.1999999999998,392.04545454545456,568.8800000000001,15640.0,1880.0844,4054.357200000002,12206.238,10262.6552,14616.36199999999,14256.32919999999,11054.1956,9358.819599999995,2983.33,8748.390400000004,14462.7772,13520.78,12823.5488,9719.477999999996,10286.8972,12398.29719999999,5281.315200000001,4295.995200000001,9549.784,,8414.6328,2371.9624,4723.749199999998,7220.362400000005,15099.32519999999,3559.976799999997,8203.3364,7066.308400000002,4050.603599999999,986.4148000000005,14008.12240000001,8009.713199999998,12960.39880000001,14327.9604,9450.157200000001,9774.374400000008,852.8491999999997,1170.1848,12560.1712,15618.2604,5935.692800000001,3403.263999999999,13904.58560000001,6285.090400000001,5435.682000000004,12694.6752,6327.787599999996,901.3332,12094.0992,14449.1704,15640.0,1406.036,12117.5592,4796.162400000001,,12505.11840000001,4797.57,15640.0,,8164.549200000001,4193.083999999999,3458.786,2733.402799999998,13327.31319999999,5759.899200000003,2091.849999999999,11919.8696,6596.013599999998,5041.3976,12966.8112,3879.189200000001,13668.7344,6692.668799999999,12384.69040000001,11289.4212,15640.0,6039.698799999995,7373.008800000003,8846.140400000004,12987.76880000001,15640.0,15640.0,14773.85679999999,12703.59000000001,1120.0,15282.00039999999,15640.0,12497.76760000001,15593.23640000001,15138.4252,13733.79680000001,2244.1836
2012,7296.0,166.7199999999999,1472.4480000000003,61120.0,138.72,117731.2,1802.3999999999999,404.1136363636364,528.96,14880.0,1788.7248,3857.342400000001,11613.09599999999,9763.958400000003,13906.10399999999,13563.5664,10517.0352,8904.0432,2838.360000000001,8323.276800000007,13759.98239999999,12863.76000000001,12200.4096,9247.176,,11795.82239999999,5024.678400000001,4087.238400000002,,1687.392,8005.7376,2256.700800000001,4494.206399999999,6869.500800000009,14365.5984,3386.985599999996,7804.7088,6722.932800000002,3853.771199999999,938.4816000000001,13327.42080000001,,12330.60960000001,13631.71679999999,8990.9424,9299.404800000004,811.4063999999998,1113.3216,11949.83039999999,14859.3168,5647.257599999997,3237.887999999999,13228.9152,5979.676800000001,5171.544000000002,12077.7984,6020.299200000001,857.5344000000005,11506.40639999999,13747.0368,14880.0,1337.712,11528.7264,4563.1008,5739.067199999998,11897.45280000001,4564.440000000002,14880.0,9776.457600000002,7767.806400000001,3989.328000000001,3290.712,2600.577599999997,12679.69439999999,5480.006400000006,1990.199999999999,11340.6432,6275.491199999997,4796.4192,12336.7104,3690.686400000002,13004.5248,6367.4496,11782.8768,10740.83039999999,14880.0,,7014.729599999999,8416.276800000007,12356.6496,14880.0,14880.0,14055.94560000001,12086.28,1040.0,14539.3968,14880.0,,14835.50880000001,14402.7984,13066.4256,2135.131200000002
2013,7004.0,159.27999999999997,1440.9520000000002,59880.0,137.28,116728.8,1817.6,416.1818181818182,489.03999999999996,14120.0,1697.3652,3660.327600000001,11019.954,9265.261599999998,13195.84599999999,12870.80359999998,9979.874800000005,8449.266799999998,2693.389999999999,7898.163200000003,13057.1876,12206.74000000001,11577.27040000001,8774.873999999996,9287.147600000004,11193.34759999999,4768.0416,3878.481599999999,8621.671999999999,1601.208000000001,7596.842400000001,2141.439200000001,4264.6636,6518.639200000005,13631.8716,3213.994399999996,7406.081200000001,6379.557200000003,3656.9388,890.5483999999997,,7231.275600000001,11700.82040000001,12935.47319999999,8531.727600000006,8824.435200000007,769.9635999999991,1056.4584,11339.48959999999,14100.3732,5358.822399999997,3072.511999999999,12553.2448,5674.263200000001,4907.406000000003,11460.9216,5712.810799999999,813.7356,10918.7136,13044.9032,14120.0,,10939.8936,4330.039199999999,5445.942799999997,11289.78720000001,4331.310000000001,14120.0,9277.1224,7371.063600000001,3785.572,3122.637999999999,2467.752399999998,12032.0756,5200.113600000004,1888.549999999999,10761.4168,5954.968800000002,4551.4408,11706.6096,3502.183600000004,12340.3152,,11181.0632,10192.23959999999,14120.0,5452.720399999998,6656.450400000002,,11725.5304,14120.0,,13338.0344,11468.97,960.0,13796.7932,14120.0,,14077.78120000001,13667.1716,12399.05440000001,2026.078800000001
2014,6712.0,151.83999999999992,1409.4560000000001,58640.0,135.84,115726.40000000001,1832.8,428.25,449.1199999999999,13360.0,1606.0056,3463.312800000003,10426.81199999999,8766.5648,12485.58799999999,12178.04079999999,9442.714400000004,7994.490399999995,2548.420000000002,7473.049600000006,,11549.72,10954.1312,8302.572,8787.272799999999,10590.8728,4511.4048,3669.7248,8157.616000000002,1515.023999999999,7187.947200000002,2026.177599999999,4035.120800000001,6167.777600000009,12898.14479999999,3041.003199999999,7007.453600000001,6036.181600000004,3460.106400000001,842.6152000000002,11966.01760000001,,11071.03120000001,12239.22959999999,8072.512800000004,8349.465600000003,,999.5951999999997,10729.1488,13341.4296,5070.387199999997,2907.135999999999,11877.5744,5368.849600000001,4643.268000000004,10844.0448,5405.322399999997,769.9368000000004,10331.0208,12342.7696,13360.0,1201.064,10351.06079999999,4096.977599999998,5152.818399999996,10682.12160000001,4098.18,13360.0,8777.787199999999,6974.320800000001,3581.815999999999,2954.563999999998,2334.927199999996,11384.45679999999,4920.220800000003,1786.9,10182.19039999999,5634.446400000001,4306.4624,11076.5088,3313.680800000002,11676.1056,5717.011200000001,10579.24960000001,9643.648799999995,13360.0,5159.231199999995,6298.171199999997,7556.549600000006,11094.4112,13360.0,13360.0,12620.1232,10851.66,880.0,13054.1896,13360.0,10675.84239999999,13320.05360000001,12931.5448,11731.68320000001,1917.026400000001
2015,6420.0,144.39999999999998,1377.96,57400.0,134.4,114724.0,1848.0,440.3181818181818,409.1999999999998,12600.0,1514.646000000001,3266.298000000003,9833.669999999998,8267.868000000002,11775.33,11485.27799999999,,,2403.450000000001,7047.936000000002,11651.598,10892.7,10330.992,7830.269999999997,8287.398000000001,9988.397999999986,4254.768,3460.968000000001,7693.560000000005,1428.84,6779.052000000003,1910.915999999999,3805.578000000001,5816.916000000005,12164.41799999999,2868.011999999999,6608.826000000001,5692.806000000004,,,,6452.838000000003,10441.24200000001,11542.986,7613.298000000003,7874.496000000006,687.0779999999995,942.732,10118.80799999999,12582.486,4781.951999999997,2741.759999999998,11201.90400000001,5063.436000000002,4379.130000000001,10227.16800000001,5097.833999999995,726.1379999999999,9743.327999999994,11640.636,12600.0,,9762.228000000003,3863.916000000001,4859.693999999996,10074.45600000001,3865.049999999999,12600.0,8278.452000000005,6577.578000000001,3378.060000000001,2786.489999999998,2202.101999999997,10736.83799999999,4640.328000000005,1685.25,9602.963999999993,5313.923999999999,,10446.408,3125.178000000004,11011.89599999999,5391.792000000001,9977.436000000002,9095.05799999999,12600.0,4865.741999999998,5939.892,7126.686000000002,10463.292,12600.0,12600.0,11902.212,10234.35000000001,800.0,12311.586,12600.0,10068.534,12562.326,,11064.31200000001,1807.974
2016,6128.0,136.95999999999992,1346.464,56160.0,132.96,113721.6,1863.1999999999998,452.3863636363636,369.27999999999975,11840.0,1423.286400000001,3069.283200000002,9240.527999999991,7769.171199999997,11065.072,10792.51519999999,8368.393600000003,7084.937599999997,2258.48,6622.822400000005,10948.80319999999,10235.68000000001,9707.852800000008,7357.968000000001,7787.523200000003,9385.92319999999,3998.1312,3252.211200000002,7229.504000000001,,6370.156800000004,1795.654399999999,3576.035199999998,5466.054400000008,11430.6912,,6210.198400000001,5349.430400000005,3066.441599999998,746.7488000000003,10604.61440000001,6063.619200000001,9811.452800000014,10846.7424,7154.083200000001,7399.526400000002,645.6351999999997,885.8688000000002,9508.4672,11823.54240000001,4493.516799999998,,10526.23360000001,4758.022400000002,4114.992000000002,9610.291200000007,4790.345600000001,682.3392000000003,9155.63519999999,10938.5024,11840.0,1064.416,9173.395199999999,3630.8544,4566.569599999995,9466.790400000013,3631.920000000002,11840.0,7779.116800000003,6180.835200000001,3174.304,2618.415999999997,2069.276799999998,10089.21919999999,4360.435200000004,1583.599999999999,9023.737599999993,,3816.5056,9816.307199999996,2936.675200000001,10347.68639999999,5066.572800000002,9375.622400000007,8546.467199999992,11840.0,4572.252799999995,5581.612800000003,6696.822400000005,9832.1728,11840.0,11840.0,11184.3008,9617.040000000008,720.0,,11840.0,9461.225600000005,11804.5984,11460.29120000001,10396.94080000001,1698.921600000001
2017,5836.0,129.51999999999998,1314.9680000000003,54920.0,131.52,112719.2,1878.3999999999999,464.45454545454544,329.3599999999997,11080.0,1331.926799999999,2872.268400000001,8647.385999999999,7270.474399999999,10354.814,10099.75239999998,7831.233200000002,6630.161199999995,,6197.708800000008,10246.00840000001,9578.660000000003,9084.713600000003,6885.665999999997,7287.648399999998,8783.448399999994,3741.4944,3043.454399999999,6765.448000000004,1256.472,5961.261599999998,1680.3928,3346.492399999999,5115.192800000004,10696.9644,2522.029599999998,5811.570800000001,5006.054800000005,2869.609199999999,698.8155999999999,9923.912800000006,5674.400399999999,9181.663600000014,10150.4988,6694.868400000007,6924.556800000006,604.192399999999,,8898.126399999994,11064.59880000001,4205.081599999998,2411.007999999998,9850.563200000004,4452.608800000002,3850.854000000003,8993.414399999994,4482.857199999999,638.5403999999999,8567.9424,,11080.0,,8584.562399999995,3397.792799999999,4273.445199999995,8859.124800000005,3398.790000000001,11080.0,7279.781600000002,5784.092400000001,2970.547999999999,2450.341999999997,1936.451599999997,9441.600399999996,4080.542400000006,1481.949999999999,8444.511199999994,4672.879200000003,3571.5272,9186.206399999995,2748.172400000003,9683.476800000004,4741.353600000002,8773.808799999999,7997.876399999994,11080.0,4278.763599999998,5223.333599999998,6266.958800000008,9201.0536,11080.0,11080.0,10466.38959999999,8999.73000000001,640.0,10826.37879999999,11080.0,8853.917199999996,11046.8708,10724.66439999999,9729.569600000003,1589.869200000001
2018,5544.0,122.07999999999993,1283.4720000000002,53680.0,130.08,111716.8,1893.6,476.52272727272725,289.4399999999996,10320.0,1240.5672,2675.253600000004,8054.243999999992,6771.777600000001,9644.555999999997,9406.989599999986,7294.072800000002,6175.3848,1968.540000000001,5772.595200000003,9543.213600000003,8921.64,8461.574399999998,6413.363999999994,6787.7736,8180.973599999998,3484.857599999999,2834.6976,6301.392,1170.288,5552.366399999999,1565.1312,3116.9496,4764.331200000008,9963.237599999993,2349.038399999998,5412.943200000002,4662.679200000006,2672.7768,650.8824000000004,9243.211200000005,5285.181600000004,,9454.2552,6235.653600000005,6449.587200000002,562.7495999999992,772.1423999999997,8287.785599999988,10305.65520000001,3916.646399999998,2245.631999999998,9174.892800000001,4147.195200000002,3586.716000000004,8376.537599999996,4175.368799999997,594.7416000000003,7980.249599999996,9534.235199999996,10320.0,927.768,7995.729599999991,3164.731200000002,3980.320799999994,8251.459200000012,3165.66,10320.0,6780.446400000001,5387.349600000001,2766.792000000001,2282.268,1803.626399999997,8793.981599999985,3800.649600000004,1380.299999999999,7865.284799999994,4352.356800000001,3326.5488,8556.105599999995,2559.669600000001,9019.267200000002,4416.134400000003,8171.995200000005,7449.285599999996,10320.0,3985.274399999995,4865.054400000001,5837.095200000003,8569.934399999998,10320.0,10320.0,9748.478399999993,8382.420000000013,560.0,10083.7752,10320.0,8246.608800000002,10289.14320000001,9989.037599999996,9062.198400000008,1480.816800000001
2019,5252.0,114.63999999999999,1251.976,52440.0,128.64000000000001,110714.40000000001,1908.8,488.5909090909091,249.51999999999953,,1149.2076,2478.238800000003,7461.101999999999,6273.080800000003,8934.297999999995,8714.22679999999,6756.912400000001,5720.608399999997,,5347.481600000006,8840.4188,8264.619999999995,7838.435200000007,5941.061999999998,6287.898800000003,7578.498799999987,3228.220799999999,2625.9408,5837.336000000003,1084.104000000001,5143.4712,1449.8696,2887.406800000001,4413.469600000004,,2176.047199999997,5014.315600000002,4319.303600000007,,602.9492,8562.509600000005,4895.962800000001,7922.085200000001,8758.011599999998,5776.438800000004,5974.617600000005,521.3067999999994,715.2792,7677.444799999997,9546.71160000001,3628.211199999998,2080.256000000001,8499.222399999999,3841.781600000002,3322.578000000001,7759.660799999998,3867.880400000002,550.9427999999998,7392.556799999991,8832.101599999995,9560.0,859.4440000000004,7406.896800000002,2931.669600000001,3687.196399999993,7643.793600000005,2932.529999999999,,6281.111199999999,4990.606800000001,2563.036,2114.194,1670.801199999998,8146.362799999988,3520.756800000003,1278.65,7286.058399999994,4031.8344,3081.570400000001,7926.004799999995,2371.166800000003,8355.0576,4090.915200000003,7570.181600000011,6900.69479999999,9560.0,3691.785199999998,4506.775199999996,5407.231600000006,7938.815199999997,9560.0,9560.0,9030.567200000005,7765.110000000001,480.0,9341.171600000001,9560.0,7639.300399999993,9531.415600000008,9253.410799999998,8394.827200000014,1371.764400000002
2020,4960.0,107.19999999999993,1220.48,51200.0,127.20000000000002,109712.0,1924.0,500.65909090909093,209.59999999999945,8800.0,1057.848,2281.224000000002,6867.959999999992,5774.383999999998,8224.039999999994,8021.463999999993,6219.752,5265.831999999995,1678.599999999999,4922.368000000002,8137.623999999996,7607.600000000006,7215.296000000002,5468.759999999995,5788.023999999998,6976.02399999999,,2417.184000000001,5373.279999999999,997.9200000000001,4734.576000000001,1334.608,2657.864000000001,4062.608000000007,8495.784,2003.055999999997,4615.688000000002,3975.928000000007,2279.112000000001,555.0159999999996,7881.808000000005,4506.743999999999,7292.296000000002,8061.767999999996,5317.224000000002,5499.648000000008,479.8639999999996,658.4160000000002,7067.103999999992,,3339.775999999998,1914.880000000001,7823.551999999996,3536.368000000002,3058.440000000002,7142.784,3560.392,507.1440000000002,6804.864000000001,8129.967999999993,8800.0,791.1200000000008,6818.063999999998,2698.608,3394.071999999993,7036.128000000012,2699.400000000001,8800.0,5781.775999999998,4593.864000000001,2359.279999999999,1946.119999999999,1537.975999999997,7498.743999999992,3240.864000000001,1177.0,6706.831999999995,3711.311999999998,,7295.903999999995,2182.664000000004,7690.847999999998,3765.695999999996,6968.368000000002,6352.103999999992,8800.0,3398.295999999995,4148.495999999999,4977.368000000002,7307.695999999996,8800.0,8800.0,8312.656000000003,7147.800000000003,400.0,8598.568,8800.0,7031.991999999998,8773.68800000001,8517.784,7727.456000000006,1262.712000000001
2021,4668.0,99.75999999999999,1188.9840000000004,49960.0,125.76000000000002,108709.6,1939.1999999999998,512.7272727272727,169.67999999999938,8040.0,966.4884000000002,2084.209200000001,6274.817999999999,5275.6872,7513.781999999992,7328.701199999996,5682.5916,4811.0556,1533.630000000001,4497.254400000005,7434.829199999993,6950.580000000002,6592.156800000012,4996.457999999999,5288.1492,6373.549199999994,2714.947200000002,2208.427200000002,4909.224000000002,911.7360000000008,4325.680800000002,1219.3464,2428.321199999998,3711.746400000004,7762.057199999996,1830.064799999996,4217.060400000002,3632.552400000008,2082.279599999998,507.0828000000001,7201.106400000004,4117.525200000004,6662.506800000003,7365.524399999995,4858.0092,5024.678400000004,438.4211999999998,601.5528000000004,6456.763199999987,8028.824400000012,3051.340799999998,1749.504000000001,7147.881600000008,3230.954400000002,2794.302000000003,6525.907200000001,3252.903599999998,463.3451999999997,6217.171199999997,7427.834400000007,8040.0,722.7960000000003,6229.231199999995,2465.546399999999,,6428.462400000004,2466.27,8040.0,5282.440800000004,4197.121200000001,2155.524000000001,1778.045999999998,1405.150799999998,6851.125199999995,2960.971200000007,1075.349999999999,6127.605599999995,3390.789599999996,2591.613600000001,6665.803199999995,1994.161200000002,7026.638399999996,3440.476799999997,6366.554400000008,5803.513199999987,8040.0,3104.806799999998,3790.216800000002,4547.504400000005,,8040.0,8040.0,7594.7448,6530.490000000005,320.0,7855.964399999997,8040.0,6424.683600000004,8015.960400000011,7782.157200000001,7060.084800000011,1153.659600000001
2022,4376.0,92.31999999999994,1157.4880000000003,48720.0,124.32,107707.2,1954.3999999999999,524.7954545454545,129.76000000000022,7280.0,875.1288000000004,1887.194400000004,5681.675999999992,4776.990400000002,6803.52399999999,6635.938399999985,5145.431199999999,4356.279199999997,1388.66,4072.140800000001,6732.034400000004,6293.559999999998,5969.017600000006,4524.155999999995,4788.274400000002,5771.074399999998,2458.310400000002,1999.670399999999,4445.168000000005,825.5519999999997,3916.785600000003,1104.084800000001,2198.778399999999,3360.884800000007,7028.330399999992,1657.073599999996,3818.432800000002,3289.176800000001,1885.447199999999,459.1495999999997,6520.404800000004,3728.306400000001,6032.717600000004,6669.280799999993,4398.794400000006,4549.708800000008,396.9783999999991,544.6895999999997,5846.422399999996,7269.880800000014,2762.905599999998,1584.128000000001,6472.211200000005,2925.540800000002,2530.164000000004,5909.030400000003,2945.415199999996,,5629.478399999993,6725.700800000006,7280.0,654.4719999999998,5640.398399999991,2232.484799999998,2807.823199999999,5820.796800000011,2233.139999999999,7280.0,4783.105600000003,3800.378400000001,1951.768,1609.971999999998,1272.325599999996,6203.506399999984,2681.078400000006,973.6999999999989,5548.379199999996,3070.267200000002,2346.635200000001,6035.702399999995,,6362.428799999994,,,5254.922399999996,7280.0,2811.317599999995,3431.937599999997,4117.640800000001,6045.457600000009,7280.0,7280.0,6876.833599999998,5913.180000000008,240.0,7113.360799999995,7280.0,5817.375199999995,7258.232800000013,7046.530400000003,6392.713600000003,1044.6072
2023,4084.0,84.88,1125.9920000000002,47480.0,122.88,106704.8,1969.6,536.8636363636364,89.84000000000015,6520.0,783.7692000000006,1690.179600000003,5088.534,4278.293599999997,6093.265999999989,5943.175599999988,4608.270799999998,3901.502799999995,1243.689999999999,3647.027200000004,6029.239600000001,5636.540000000008,5345.878400000001,4051.853999999999,4288.399600000004,5168.599599999987,2201.673600000002,1790.9136,3981.112000000001,739.3680000000004,,988.8232000000007,1969.2356,3010.023200000003,6294.603600000002,1484.082399999996,3419.805200000003,2945.801200000002,1688.614799999999,411.2164000000002,5839.703200000004,3339.087599999999,5402.928400000004,5973.037199999992,3939.579600000005,4074.739200000004,355.5355999999992,487.8263999999999,5236.08159999999,,2474.470399999998,1418.752,5796.540800000002,2620.127200000003,2266.026000000002,5292.153600000005,2637.926800000001,375.7475999999997,5041.785600000003,6023.567200000005,6520.0,586.148000000001,5051.565600000002,1999.423200000001,2514.698799999998,,2000.010000000002,6520.0,4283.770400000001,3403.635600000001,1748.011999999999,1441.897999999997,1139.500399999997,5555.887599999987,2401.185600000004,872.0499999999993,4969.152799999996,2749.7448,2101.656800000001,5405.601599999995,1617.155600000002,5698.219199999992,2790.038399999998,5162.927200000006,4706.33159999999,,2517.828399999999,3073.6584,3687.777200000004,5414.338400000008,6520.0,6520.0,6158.922399999996,5295.87000000001,160.0,6370.757199999993,6520.0,5210.066800000001,6500.505200000014,6310.903600000005,5725.342400000009,935.5548000000017
2024,3792.0,77.43999999999994,1094.496,46240.0,121.44,105702.40000000001,1984.8,548.9318181818182,49.92000000000007,,692.409599999999,1493.164800000002,4495.391999999993,3779.596799999999,5383.008000000002,5250.412799999991,4071.110400000005,3446.7264,1098.720000000001,3221.913600000007,5326.444799999997,4979.520000000004,4722.739200000011,3579.551999999996,3788.524799999999,4566.124799999991,1945.036800000002,1582.156800000001,3517.056000000004,653.1840000000011,3098.995200000005,873.5615999999991,1739.692800000001,2659.161600000007,5560.876799999998,1311.091199999999,3021.177600000003,2602.425600000002,1491.7824,363.2831999999999,5159.001600000003,2949.868800000004,4773.139200000005,5276.793600000005,3480.364800000003,3599.769600000007,314.0927999999994,430.9632000000001,4625.7408,5751.993600000002,2186.035199999998,1253.376,5120.8704,2314.713600000003,2001.888000000003,4675.276799999992,2330.438399999999,331.9488000000001,4454.092799999999,5321.433600000004,5760.0,517.8240000000005,4462.732799999998,1766.3616,2221.574399999998,4605.46560000001,1766.880000000001,5760.0,3784.4352,3006.892800000001,1544.256000000001,1273.823999999997,1006.675199999998,4908.268799999991,2121.292800000003,770.3999999999996,4389.926399999997,2429.222399999999,1856.678400000001,4775.500799999994,1428.652800000003,5034.00959999999,2464.819199999998,4561.113600000012,4157.7408,5760.0,2224.339199999995,2715.379200000003,3257.913600000007,4783.219200000007,5760.0,5760.0,5441.011199999994,4678.560000000012,80.0,5628.153599999991,5760.0,4602.758400000006,5742.777600000001,5575.276799999992,5057.971200000015,826.5024000000012
